14:29:44.512 [MainThread] INFO    thonny: Thonny version: 4.1.7
17:43:28.882 [MainThread] INFO    thonny.running: Starting the backend: ['D:\\Lucas Ribeiro\\Programas\\ESP32\\MicroPython\\thonny-4.1.7-windows-portable\\python.exe', '-s', '-u', '-B', 'D:\\Lucas Ribeiro\\Programas\\ESP32\\MicroPython\\thonny-4.1.7-windows-portable\\lib\\site-packages\\thonny\\plugins\\esp\\esp_back.py', "{'clean': True, 'port': 'COM5', 'dtr': None, 'rts': None, 'submit_mode': None, 'interrupt_on_connect': True, 'write_block_size': None, 'write_block_delay': None, 'proxy_class': 'ESP32Proxy', 'sync_time': True, 'validate_time': False, 'local_rtc': True}"] C:\Users\lucas
17:43:29.046 [MainThread] INFO    thonny.shell: BaseShellText.restart(False)
17:43:29.069 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:43:32.686 [MainThread] INFO    thonny: TIME/MODS 40.101 Before Run 
17:43:32.686 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:43:33.539 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:43:33.621 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 5000):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_364', local_cwd='C:\\Users\\lucas')
17:43:33.622 [MainThread] INFO    thonny: TIME/MODS 0.936 After Run 
17:43:44.052 [MainThread] INFO    thonny.running: Killing backend process
17:43:44.079 [Thread-14 (_listen_stdout)] INFO    thonny.running: Reader got EOF
17:43:44.166 [MainThread] INFO    thonny.shell: BaseShellText._on_backend_terminated
17:43:44.175 [MainThread] INFO    thonny.running: Starting the backend: ['D:\\Lucas Ribeiro\\Programas\\ESP32\\MicroPython\\thonny-4.1.7-windows-portable\\python.exe', '-s', '-u', '-B', 'D:\\Lucas Ribeiro\\Programas\\ESP32\\MicroPython\\thonny-4.1.7-windows-portable\\lib\\site-packages\\thonny\\plugins\\esp\\esp_back.py', "{'clean': True, 'port': 'COM5', 'dtr': None, 'rts': None, 'submit_mode': None, 'interrupt_on_connect': True, 'write_block_size': None, 'write_block_delay': None, 'proxy_class': 'ESP32Proxy', 'sync_time': True, 'validate_time': False, 'local_rtc': True}"] C:\Users\lucas
17:43:44.339 [MainThread] INFO    thonny.shell: BaseShellText.restart(False)
17:43:44.361 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:43:48.427 [MainThread] INFO    thonny: TIME/MODS 14.806 Before Run 
17:43:48.427 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:43:49.226 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:43:49.274 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(32)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 5000):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_366', local_cwd='C:\\Users\\lucas')
17:43:49.274 [MainThread] INFO    thonny: TIME/MODS 0.846 After Run 
17:44:57.352 [MainThread] INFO    thonny: TIME/MODS 68.079 Before Run 
17:44:57.396 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 5000):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_372', local_cwd='C:\\Users\\lucas')
17:44:57.396 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:44:57.401 [MainThread] INFO    thonny: TIME/MODS 0.049 After Run 
17:45:12.602 [MainThread] INFO    thonny: TIME/MODS 15.200 Before Run 
17:45:12.602 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:45:12.969 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 500):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_374', local_cwd='C:\\Users\\lucas')
17:45:12.970 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:45:12.974 [MainThread] INFO    thonny: TIME/MODS 0.372 After Run 
17:47:27.909 [MainThread] INFO    thonny: TIME/MODS 134.935 Before Run 
17:47:27.970 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 500):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_406', local_cwd='C:\\Users\\lucas')
17:47:27.970 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:47:27.975 [MainThread] INFO    thonny: TIME/MODS 0.066 After Run 
17:50:14.016 [MainThread] INFO    thonny: TIME/MODS 166.041 Before Run 
17:50:14.020 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 500):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_408', local_cwd='C:\\Users\\lucas')
17:50:14.021 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:50:14.026 [MainThread] INFO    thonny: TIME/MODS 0.010 After Run 
17:50:25.617 [MainThread] INFO    thonny.running: Killing backend process
17:50:25.645 [Thread-16 (_listen_stdout)] INFO    thonny.running: Reader got EOF
17:50:25.724 [MainThread] INFO    thonny.shell: BaseShellText._on_backend_terminated
17:50:25.735 [MainThread] INFO    thonny.running: Starting the backend: ['D:\\Lucas Ribeiro\\Programas\\ESP32\\MicroPython\\thonny-4.1.7-windows-portable\\python.exe', '-s', '-u', '-B', 'D:\\Lucas Ribeiro\\Programas\\ESP32\\MicroPython\\thonny-4.1.7-windows-portable\\lib\\site-packages\\thonny\\plugins\\esp\\esp_back.py', "{'clean': True, 'port': 'COM5', 'dtr': None, 'rts': None, 'submit_mode': None, 'interrupt_on_connect': True, 'write_block_size': None, 'write_block_delay': None, 'proxy_class': 'ESP32Proxy', 'sync_time': True, 'validate_time': False, 'local_rtc': True}"] C:\Users\lucas
17:50:25.894 [MainThread] INFO    thonny.shell: BaseShellText.restart(False)
17:50:25.916 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:50:35.520 [MainThread] INFO    thonny: TIME/MODS 21.494 Before Run 
17:50:35.520 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:50:36.372 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
